age,gender,study_hours,attendance,prev_grade,parent_education,internet_access,extra_classes,sleep_hours,stress_level,assignments_done,library_visits,sports,part_time_job,final_grade,pass_fail,grade_category
17,Female,6.6,69.9,73,None,1,0,5.6,Low,12,5,1,1,71.4,1,B
21,Male,8.0,76.2,99,Bachelor,1,0,6.0,High,10,4,1,0,100.0,1,A
18,Female,2.7,53.6,85,None,1,0,4.6,Low,3,3,0,1,34.7,0,F
19,Female,6.9,72.6,87,Bachelor,0,1,9.6,Low,6,5,0,0,97.8,1,A
17,Male,2.6,81.7,72,Bachelor,1,1,5.7,High,11,7,0,1,66.9,1,B
17,Male,9.4,70.9,73,Bachelor,1,0,7.1,High,12,5,1,0,87.1,1,A
15,Male,6.4,99.4,78,Master,1,1,6.3,Medium,11,2,1,1,96.8,1,A
20,Male,3.2,76.7,49,High School,1,1,9.8,High,15,8,0,1,78.6,1,B
16,Male,2.7,62.3,93,None,1,0,6.0,High,5,2,0,0,61.5,1,C
16,Female,1.9,86.3,59,High School,1,1,8.7,High,13,3,0,1,64.4,1,C
19,Female,6.9,50.2,40,Bachelor,0,1,9.1,Low,18,12,0,0,88.2,1,A
21,Male,2.2,63.1,52,Bachelor,1,1,6.6,Medium,15,4,1,1,74.4,1,B
16,Male,6.0,60.8,40,High School,0,0,6.3,Low,3,10,0,0,57.7,1,C
18,Male,2.6,65.9,44,High School,0,1,8.5,High,4,1,0,1,41.2,1,D
16,Female,6.6,86.9,55,None,1,0,9.5,Medium,8,10,0,1,81.8,1,A
19,Male,8.1,69.1,54,Bachelor,1,0,8.5,High,2,9,1,0,73.0,1,B
16,Male,7.8,87.6,88,High School,1,0,5.4,Low,9,14,0,0,100.0,1,A
18,Female,7.6,74.6,67,Master,0,1,9.3,Low,16,10,1,1,100.0,1,A
15,Female,1.9,60.5,70,Bachelor,1,1,6.3,High,18,9,0,1,63.2,1,C
21,Male,0.9,88.6,62,Bachelor,1,0,7.5,Medium,9,1,0,1,53.4,1,C
19,Male,7.0,54.3,87,None,1,0,9.0,Low,11,5,0,0,86.6,1,A
15,Male,3.7,53.5,84,Master,1,1,5.1,High,6,14,1,0,68.7,1,B
15,Female,4.3,70.3,82,None,1,0,8.7,High,17,13,1,0,99.5,1,A
15,Male,0.3,55.7,56,Master,1,1,7.6,High,18,1,0,0,58.2,1,C
17,Male,2.6,40.5,88,None,0,0,9.4,Medium,14,9,0,0,54.0,1,C
21,Male,0.3,78.9,73,Master,0,0,5.0,High,6,0,1,0,27.6,0,F
20,Female,8.8,70.7,52,Master,1,1,6.5,High,11,7,1,0,95.6,1,A
21,Female,2.4,66.7,53,Master,1,0,9.0,Low,6,9,0,0,68.1,1,B
17,Male,5.6,98.0,50,High School,1,0,4.1,High,9,13,0,0,80.2,1,A
20,Male,0.4,74.3,67,Bachelor,1,0,4.7,Medium,19,9,1,1,64.0,1,C
21,Female,6.7,91.8,81,Master,1,1,9.9,High,9,12,0,0,100.0,1,A
15,Female,3.2,48.4,71,High School,1,1,5.7,Medium,4,0,1,0,55.1,1,C
19,Female,9.0,74.2,74,High School,1,0,9.9,High,17,9,1,0,99.2,1,A
20,Female,8.9,92.1,98,None,0,0,5.1,High,8,13,0,0,87.2,1,A
18,Female,3.3,75.0,70,Bachelor,1,1,6.2,High,15,5,1,1,79.2,1,B
18,Female,9.0,83.1,56,Bachelor,1,0,8.5,Medium,6,11,0,0,89.4,1,A
16,Female,10.0,62.3,86,None,1,1,7.9,Low,9,13,1,1,100.0,1,A
20,Female,8.3,45.5,48,Bachelor,1,0,7.5,Medium,4,0,1,0,71.6,1,B
19,Female,8.4,67.5,49,None,1,0,7.2,Low,6,7,0,1,80.2,1,A
17,Male,2.5,63.7,47,High School,1,1,9.1,Medium,4,13,1,0,59.5,1,C
15,Male,5.8,92.0,60,High School,1,0,5.4,High,14,4,1,0,73.7,1,B
16,Male,0.7,54.6,52,Master,1,1,6.7,High,18,2,1,1,57.5,1,C
18,Female,0.9,98.0,98,None,1,0,4.9,Low,9,4,0,0,80.1,1,A
17,Male,10.0,97.5,89,High School,1,0,7.6,Low,7,14,0,1,100.0,1,A
17,Female,3.3,54.9,44,High School,1,1,5.5,Medium,8,12,1,0,69.3,1,B
15,Female,7.5,60.9,45,None,1,0,6.0,Medium,10,0,1,1,59.8,1,C
20,Male,8.1,93.7,69,High School,1,1,6.8,Low,1,0,0,1,87.4,1,A
18,Female,8.6,98.0,70,Bachelor,1,0,4.2,Low,2,11,0,1,90.3,1,A
19,Male,10.0,66.6,56,High School,1,1,4.6,Medium,12,13,0,0,100.0,1,A
17,Male,2.4,59.3,50,None,1,1,8.1,Low,10,3,0,0,70.1,1,B
15,Male,0.4,71.6,59,Bachelor,1,0,6.6,Low,9,8,1,1,63.4,1,C
19,Female,4.1,81.3,87,Bachelor,0,1,9.2,Low,14,13,1,1,100.0,1,A
20,Male,1.3,56.4,48,High School,0,1,8.2,Low,5,8,1,0,51.9,1,C
18,Female,0.2,84.2,41,Master,1,0,4.0,High,0,0,1,0,30.8,0,F
20,Male,3.6,43.1,76,Bachelor,1,1,7.7,High,13,2,0,0,57.8,1,C
17,Male,7.8,43.0,40,None,1,1,4.6,Low,17,12,1,1,77.2,1,B
19,Male,5.7,63.2,43,Master,1,0,8.7,Medium,10,11,1,0,79.1,1,B
19,Female,3.1,61.2,75,Master,1,0,9.9,High,7,3,1,0,50.3,1,C
19,Female,6.5,58.9,93,Bachelor,0,0,7.2,Medium,2,1,0,0,64.7,1,C
17,Female,2.3,69.5,97,High School,0,0,8.1,Medium,13,6,0,1,65.4,1,B
17,Male,0.1,59.2,64,Master,0,1,5.4,High,1,2,0,1,20.7,0,F
20,Male,7.6,51.5,42,High School,1,0,6.6,Medium,15,0,0,0,69.3,1,B
16,Female,6.2,58.6,48,Bachelor,1,1,9.1,Medium,5,0,0,0,67.6,1,B
20,Female,7.6,98.5,61,None,0,0,5.0,Low,0,2,1,1,68.6,1,B
18,Female,0.4,64.7,62,Master,1,0,5.6,Low,13,5,1,1,54.2,1,C
15,Female,8.4,66.7,51,None,0,1,6.7,Low,9,3,0,0,79.7,1,B
19,Female,6.2,74.6,49,High School,1,1,8.3,High,5,0,0,1,73.5,1,B
16,Female,5.6,99.0,73,High School,1,1,6.3,Low,8,6,1,0,100.0,1,A
15,Male,6.2,54.5,82,None,1,0,9.6,Medium,6,1,0,1,58.9,1,C
16,Female,8.6,80.9,49,Bachelor,1,0,4.6,Medium,1,11,0,0,81.4,1,A
21,Male,5.9,83.0,69,Bachelor,1,0,6.2,Medium,10,4,0,0,90.5,1,A
20,Male,5.8,76.4,61,Master,1,1,8.3,Medium,13,7,0,1,94.4,1,A
17,Female,9.9,45.3,45,Master,1,0,5.4,Medium,4,6,0,0,62.0,1,C
19,Female,7.6,80.6,89,Bachelor,1,1,7.9,High,8,10,1,0,100.0,1,A
20,Male,4.4,43.8,41,Bachelor,1,1,5.0,Medium,6,11,1,0,57.3,1,C
15,Female,7.1,75.8,69,None,1,0,4.3,High,13,7,1,0,82.8,1,A
21,Female,3.9,84.4,41,High School,1,1,4.7,Medium,15,12,0,1,75.1,1,B
21,Male,2.3,52.7,71,High School,1,1,9.6,High,15,9,0,0,68.2,1,B
21,Male,6.0,90.5,81,Master,0,1,7.3,High,6,13,1,0,94.7,1,A
15,Male,9.3,41.8,55,Bachelor,1,0,8.8,Medium,9,10,1,0,90.6,1,A
15,Female,9.3,90.6,51,None,1,0,6.0,Medium,5,5,0,0,94.9,1,A
15,Male,3.4,67.6,40,Master,0,0,7.6,Medium,16,6,0,0,65.1,1,B
15,Female,5.3,53.1,92,None,1,0,7.0,Medium,0,8,1,1,58.7,1,C
21,Male,2.1,48.0,47,Bachelor,1,1,9.7,Low,1,5,0,0,49.7,1,D
21,Male,10.0,97.2,87,Bachelor,0,1,8.5,Low,13,8,0,1,100.0,1,A
16,Male,9.8,44.4,89,Bachelor,1,0,8.4,High,3,14,0,0,76.5,1,B
20,Female,6.5,51.9,52,High School,1,1,4.3,High,8,12,0,0,65.5,1,B
19,Female,8.0,60.9,54,Bachelor,0,1,7.3,Low,5,11,0,0,88.6,1,A
17,Male,7.2,77.2,92,Master,1,0,6.8,High,16,1,0,0,86.2,1,A
21,Male,5.9,72.7,83,High School,1,0,9.6,Medium,10,12,0,1,89.2,1,A
17,Male,0.5,47.5,47,None,1,1,5.5,High,3,1,1,0,21.9,0,F
20,Female,4.5,57.4,49,Master,1,1,5.6,High,8,13,1,0,62.7,1,C
20,Male,6.7,54.3,85,Master,1,1,6.5,High,15,1,0,1,74.1,1,B
17,Female,6.8,52.8,44,None,1,0,5.5,Low,2,5,1,0,62.2,1,C
21,Male,3.7,64.7,89,High School,1,0,4.8,Low,3,1,0,0,68.0,1,B
17,Male,9.4,82.2,58,Master,1,0,9.1,High,2,2,0,1,68.5,1,B
16,Male,1.7,53.0,86,Master,0,1,7.3,Medium,12,12,0,0,70.9,1,B
18,Male,5.0,62.0,77,Master,1,1,9.2,High,18,7,1,1,91.7,1,A
21,Male,6.9,63.5,98,High School,1,0,9.0,Low,0,7,0,0,91.2,1,A
21,Male,7.0,98.6,50,High School,0,1,5.7,Medium,5,10,0,0,90.0,1,A
19,Female,6.5,97.3,92,High School,1,1,7.3,High,2,11,1,0,92.5,1,A
15,Male,2.8,88.0,82,Master,1,1,4.5,Low,2,3,0,0,75.5,1,B
18,Female,1.6,54.5,59,Bachelor,0,1,9.5,Medium,15,8,1,0,65.3,1,B
20,Male,6.4,44.1,59,None,1,0,6.4,High,9,7,1,0,56.2,1,C
21,Male,6.0,59.0,60,Bachelor,1,1,6.4,Low,16,0,1,1,85.3,1,A
17,Female,1.8,56.0,57,High School,1,0,5.8,Medium,6,7,0,1,32.9,0,F
18,Male,7.1,70.4,96,Master,1,0,6.8,High,12,0,0,0,80.5,1,A
19,Female,4.6,86.7,89,Master,1,1,5.5,Medium,10,14,1,0,100.0,1,A
20,Female,6.7,91.5,49,Bachelor,1,1,6.2,Medium,9,3,1,0,84.4,1,A
15,Male,8.4,90.7,73,Bachelor,1,1,8.8,Medium,6,9,1,1,100.0,1,A
15,Female,1.7,61.6,65,None,0,1,9.0,Low,5,5,0,0,64.2,1,C
19,Female,0.2,81.2,69,Master,1,1,5.8,High,0,6,0,0,51.5,1,C
19,Male,7.8,58.8,48,Bachelor,0,1,6.8,Medium,16,9,0,0,85.1,1,A
17,Female,6.1,43.7,85,None,1,0,9.2,Medium,11,12,0,1,80.0,1,A
21,Male,7.0,82.1,90,High School,1,1,4.3,Medium,3,3,0,0,91.3,1,A
15,Male,8.4,40.6,70,Bachelor,1,0,9.3,Low,2,7,0,0,76.2,1,B
20,Male,8.0,64.6,81,High School,1,0,5.3,Medium,5,7,0,0,76.5,1,B
18,Male,9.6,59.8,94,None,0,0,8.1,Low,15,13,0,1,97.0,1,A
20,Female,5.4,81.6,43,High School,0,1,7.5,Low,12,13,0,1,80.2,1,A
16,Male,4.9,86.0,45,Master,0,1,7.3,Medium,8,13,0,1,83.4,1,A
16,Male,4.0,58.2,53,Master,1,1,9.2,Medium,10,8,0,1,81.8,1,A
19,Female,1.5,88.7,43,High School,1,1,4.6,Low,19,13,0,0,82.8,1,A
17,Male,5.7,57.6,65,Master,0,0,6.1,Low,12,5,0,0,74.0,1,B
16,Male,2.8,66.8,86,None,1,1,7.2,Medium,18,3,0,1,75.1,1,B
15,Female,9.2,83.6,87,Master,1,1,8.9,Low,2,1,1,0,100.0,1,A
20,Female,5.8,81.6,78,High School,1,1,5.3,Low,11,14,0,0,92.4,1,A
20,Female,5.9,99.2,56,High School,1,1,8.8,Medium,18,6,1,1,100.0,1,A
19,Female,3.5,53.5,58,High School,1,1,6.4,Medium,7,9,1,1,57.3,1,C
21,Female,0.5,79.7,90,Bachelor,0,1,5.1,High,13,2,1,1,56.1,1,C
21,Female,0.3,76.6,88,High School,1,1,8.6,Medium,8,10,0,1,72.4,1,B
18,Female,4.2,94.9,45,None,1,0,4.5,Medium,16,12,0,0,72.4,1,B
19,Male,0.8,49.4,68,Master,1,1,7.1,Medium,5,11,1,1,54.9,1,C
18,Female,6.1,85.1,50,Master,1,0,4.4,High,3,2,1,0,55.0,1,C
21,Female,8.8,74.1,55,Bachelor,0,0,6.1,Low,3,2,1,1,77.6,1,B
19,Female,8.8,56.5,69,Bachelor,1,1,7.6,Medium,18,3,0,0,100.0,1,A
19,Male,6.6,68.5,64,None,1,0,7.3,Medium,11,1,1,0,71.8,1,B
19,Male,2.1,60.0,79,High School,1,1,6.4,High,1,12,1,1,68.7,1,B
21,Female,8.6,74.8,50,Bachelor,1,0,6.6,High,16,12,1,0,87.1,1,A
18,Female,8.9,93.3,46,Master,1,0,5.4,High,14,4,0,0,82.2,1,A
18,Female,2.0,74.2,65,Bachelor,1,0,6.7,Low,9,2,0,0,68.0,1,B
19,Male,7.4,77.9,95,Bachelor,1,0,9.7,High,2,9,0,0,86.1,1,A
16,Male,2.9,71.1,61,High School,1,1,9.1,Low,19,4,0,0,87.3,1,A
17,Female,8.0,43.1,64,Bachelor,1,0,4.9,Medium,3,11,1,0,73.3,1,B
21,Male,10.0,54.0,58,None,0,0,4.2,Medium,0,12,1,0,71.6,1,B
17,Female,0.3,69.5,70,Master,0,0,9.6,Medium,0,6,1,0,50.6,1,C
17,Male,9.0,58.6,65,High School,0,0,7.2,High,17,8,0,1,73.5,1,B
18,Male,6.2,50.9,81,Master,1,1,7.2,Medium,3,1,1,0,73.7,1,B
18,Female,9.7,70.2,80,None,1,0,8.7,High,14,8,0,0,88.0,1,A
16,Female,4.7,59.4,75,None,1,1,5.9,Low,9,9,1,1,70.7,1,B
17,Female,8.5,55.5,62,Bachelor,1,1,6.9,Medium,16,5,1,0,100.0,1,A
17,Female,0.6,67.8,86,Bachelor,0,1,9.8,Low,11,11,0,0,80.0,1,A
19,Male,3.4,48.0,52,Bachelor,1,1,8.0,High,19,5,0,1,63.3,1,C
18,Male,0.7,95.7,64,Master,1,0,4.9,High,11,10,0,1,55.3,1,C
17,Male,9.8,92.1,41,None,1,0,4.8,Medium,15,2,0,1,79.3,1,B
20,Female,8.2,82.5,41,High School,0,1,5.2,Medium,4,13,1,1,76.0,1,B
16,Male,8.5,46.4,55,Bachelor,0,1,8.6,High,15,9,0,0,80.4,1,A
20,Female,9.4,86.6,48,Master,1,1,5.8,Medium,16,12,0,1,100.0,1,A
20,Male,0.9,88.5,67,Bachelor,1,1,4.1,Medium,14,8,0,1,70.6,1,B
21,Female,3.9,86.1,52,None,0,0,9.7,Low,12,3,1,1,66.1,1,B
21,Female,0.7,46.8,74,High School,1,0,5.0,High,7,4,0,0,33.0,0,F
16,Male,2.1,78.6,80,None,1,1,4.1,Low,1,2,0,1,59.8,1,C
20,Female,2.3,90.1,52,Master,1,1,5.4,Medium,7,4,1,0,69.7,1,B
17,Female,4.7,74.6,70,Bachelor,1,0,5.4,Low,9,7,0,1,58.8,1,C
18,Male,2.7,78.8,60,None,0,1,6.5,High,6,7,0,0,48.9,1,D
16,Female,1.0,67.5,71,Master,1,0,9.5,Low,9,13,1,1,78.4,1,B
19,Female,1.7,71.7,93,Bachelor,1,0,9.3,Low,3,7,0,0,76.7,1,B
20,Female,1.5,42.1,73,High School,1,1,6.7,Medium,10,5,1,0,65.2,1,B
16,Male,9.7,78.3,47,None,1,1,6.5,High,8,14,0,1,86.7,1,A
15,Male,7.6,44.9,98,Bachelor,1,1,7.3,Medium,3,14,0,0,94.8,1,A
15,Female,9.7,66.1,80,Bachelor,1,0,5.5,Medium,2,0,0,0,73.1,1,B
21,Male,4.4,57.6,87,Bachelor,1,0,4.3,High,10,10,1,0,68.2,1,B
18,Female,2.8,72.7,41,Bachelor,1,1,9.6,Low,2,9,0,1,59.9,1,C
17,Female,8.0,48.0,77,None,0,0,5.1,Medium,17,11,0,0,77.6,1,B
18,Female,3.3,81.5,71,Bachelor,1,1,5.2,Low,18,5,0,0,100.0,1,A
18,Female,3.0,87.7,93,Master,0,1,6.8,High,13,11,0,0,83.7,1,A
18,Female,2.3,49.8,79,None,0,1,6.9,Medium,10,10,1,1,55.8,1,C
18,Male,1.3,46.3,97,Bachelor,1,0,4.1,Low,1,9,1,0,54.6,1,C
19,Female,2.6,48.7,67,None,1,1,4.9,Low,1,6,1,0,51.7,1,C
19,Male,3.6,92.6,76,Master,1,0,6.3,Medium,1,13,0,0,80.4,1,A
21,Male,6.7,71.7,80,Master,1,0,8.1,High,9,8,0,0,87.3,1,A
16,Female,0.6,68.0,40,None,1,0,5.4,Low,14,11,1,1,51.0,1,C
15,Female,2.1,46.4,80,Bachelor,1,0,6.5,High,11,7,1,1,62.2,1,C
18,Male,8.1,79.0,49,Bachelor,1,1,7.3,Medium,10,10,0,0,100.0,1,A
21,Male,1.5,92.1,94,Master,1,0,9.3,Low,16,11,0,0,96.5,1,A
16,Male,3.4,89.7,43,Bachelor,1,0,6.0,Low,17,7,0,0,83.3,1,A
15,Female,8.6,77.6,74,Master,0,1,4.8,Low,13,14,0,1,100.0,1,A
20,Male,1.5,44.5,49,Bachelor,1,0,6.9,High,16,6,0,0,42.6,1,D
17,Female,0.8,46.7,86,Master,1,1,8.5,Low,14,1,1,1,62.6,1,C
19,Female,4.8,43.0,50,High School,1,0,4.7,Low,11,0,0,0,61.8,1,C
20,Female,3.0,55.4,53,Bachelor,1,0,6.5,Medium,15,14,0,0,65.2,1,B
15,Male,5.6,48.1,77,Bachelor,1,1,4.1,Low,5,1,0,0,73.0,1,B
20,Female,8.0,55.6,51,Bachelor,0,0,4.2,High,1,14,1,1,54.4,1,C
17,Female,1.4,63.1,84,None,1,1,6.9,Medium,1,5,0,1,48.5,1,D
21,Female,5.8,96.6,56,Bachelor,0,0,5.8,Medium,15,12,0,0,96.1,1,A
15,Female,5.1,76.6,55,None,1,0,9.1,Low,1,1,0,0,63.3,1,C
20,Female,1.4,90.1,74,None,1,0,7.6,Medium,7,9,0,0,68.4,1,B
19,Male,6.2,82.6,41,Master,1,0,6.7,Low,6,3,1,1,65.9,1,B
19,Female,2.7,46.8,50,None,1,0,6.4,Medium,0,14,0,0,32.8,0,F
16,Female,4.9,84.2,80,None,1,1,7.0,High,3,9,0,0,73.4,1,B
20,Male,0.8,56.5,42,High School,1,0,4.2,Low,10,2,1,0,51.1,1,C
18,Female,4.6,78.3,68,Bachelor,0,0,9.4,High,19,5,0,1,63.3,1,C
20,Male,3.1,60.5,57,None,1,0,10.0,Low,6,11,0,0,64.9,1,C
21,Female,8.2,99.9,59,Bachelor,0,1,5.1,High,17,11,1,0,100.0,1,A
15,Male,0.6,55.8,86,None,1,1,4.7,High,3,12,0,0,53.6,1,C
15,Male,4.2,56.7,53,Master,0,1,4.9,Medium,16,13,1,1,79.0,1,B
21,Female,4.6,95.8,73,High School,1,1,8.0,Low,10,7,1,0,100.0,1,A
20,Female,7.3,41.5,88,None,1,0,8.0,Medium,10,10,1,0,83.1,1,A
21,Female,5.7,81.8,93,Bachelor,0,0,9.1,High,19,5,0,0,86.8,1,A
17,Male,6.7,83.5,70,Master,1,1,8.5,Low,10,1,0,0,94.9,1,A
21,Male,7.8,90.2,97,Bachelor,0,1,6.7,High,14,4,0,0,97.3,1,A
19,Male,8.6,98.5,79,Master,1,0,7.7,High,13,10,0,1,93.3,1,A
21,Female,3.1,98.5,81,High School,0,0,8.1,High,16,12,0,0,83.8,1,A
15,Male,5.4,43.9,97,Master,1,1,7.1,High,1,5,1,0,68.6,1,B
19,Male,8.4,89.3,57,Bachelor,1,1,6.9,Medium,17,8,1,0,100.0,1,A
15,Female,9.9,78.8,69,Bachelor,1,0,7.9,High,15,5,0,0,94.4,1,A
16,Male,8.9,78.8,64,None,0,1,7.3,Medium,11,9,0,0,92.0,1,A
18,Male,3.7,47.7,58,Master,1,0,7.9,High,9,4,0,1,49.6,1,D
15,Female,2.0,79.0,47,Bachelor,1,0,7.7,Low,15,0,1,0,71.8,1,B
19,Male,4.9,98.9,67,None,1,0,8.3,High,2,9,0,1,63.0,1,C
16,Female,7.4,94.7,47,High School,1,0,7.9,High,7,4,0,0,66.6,1,B
15,Female,4.9,66.3,70,Bachelor,1,0,7.1,Low,1,4,1,0,68.7,1,B
17,Female,4.8,42.4,42,None,1,1,8.1,Low,0,5,0,0,60.1,1,C
21,Female,8.4,61.7,42,Bachelor,1,0,6.7,High,13,6,1,0,78.0,1,B
18,Female,3.6,89.6,83,Master,0,1,5.5,High,3,12,0,0,75.3,1,B
15,Male,8.6,82.1,61,None,1,0,4.0,Medium,3,12,1,0,85.1,1,A
16,Male,4.1,67.6,56,Master,1,0,7.4,Low,8,3,0,0,75.3,1,B
17,Female,3.3,43.3,75,High School,1,1,7.5,Low,2,6,0,0,65.9,1,B
20,Female,4.5,65.6,56,Master,1,1,9.8,Medium,4,4,1,0,76.5,1,B
16,Male,7.6,68.1,53,None,1,1,6.2,High,0,5,1,0,63.7,1,C
21,Female,1.3,95.7,90,Bachelor,0,1,6.4,High,18,3,0,1,81.2,1,A
16,Female,2.0,78.5,48,None,1,0,5.2,Low,0,11,0,0,37.5,0,F
17,Female,9.5,58.7,69,Master,1,0,4.4,Medium,9,7,0,0,90.2,1,A
16,Male,1.8,71.5,60,Master,1,1,8.6,High,11,8,1,0,77.0,1,B
17,Male,5.7,44.0,51,Bachelor,1,1,5.5,Low,9,1,0,1,67.6,1,B
15,Female,5.8,98.4,76,High School,1,1,7.7,High,1,11,1,0,80.9,1,A
17,Female,4.9,61.6,71,None,0,1,8.1,High,15,10,0,1,76.9,1,B
17,Male,6.4,68.7,50,Bachelor,1,1,6.8,High,7,3,0,0,72.0,1,B
18,Male,2.3,61.3,59,Bachelor,1,0,9.3,Low,13,10,1,0,73.8,1,B
17,Female,5.5,81.0,74,Bachelor,0,1,6.7,Medium,14,7,0,0,91.6,1,A
17,Female,3.7,79.7,92,None,1,1,5.7,Medium,15,7,1,1,85.0,1,A
20,Male,6.6,82.9,86,None,1,1,9.4,High,10,14,0,1,90.4,1,A
15,Male,1.4,56.1,85,None,1,0,9.2,Medium,11,8,0,1,52.7,1,C
21,Male,5.7,58.9,50,High School,1,0,5.0,High,1,2,0,0,45.2,1,D
18,Female,1.9,47.5,91,Bachelor,1,0,4.2,Low,3,0,0,1,38.8,0,F
20,Male,2.8,79.3,47,Master,1,0,4.5,Low,2,8,0,0,53.2,1,C
19,Female,2.2,42.4,43,Master,0,1,5.7,Low,8,0,0,1,45.2,1,D
15,Male,1.8,75.9,66,Bachelor,1,0,9.8,High,17,2,1,0,62.4,1,C
15,Male,8.3,92.2,83,Master,1,0,7.4,Medium,18,2,0,1,100.0,1,A
19,Male,2.9,93.4,79,High School,1,0,6.2,Low,6,8,0,1,69.8,1,B
21,Male,9.3,66.9,77,High School,0,1,9.3,High,3,14,0,0,94.4,1,A
17,Female,9.7,67.6,86,None,1,1,6.7,Medium,5,0,0,0,95.5,1,A
20,Female,5.7,44.6,69,None,1,0,5.9,Medium,18,6,0,0,64.8,1,C
16,Male,1.4,80.2,83,None,1,0,9.6,Medium,0,1,0,0,49.7,1,D
18,Female,3.7,89.3,87,None,0,0,9.1,High,15,6,0,0,80.4,1,A
16,Male,8.0,54.7,87,None,1,1,9.1,High,10,14,0,1,88.3,1,A
19,Male,3.7,65.3,66,Master,1,0,7.1,High,3,14,0,0,58.9,1,C
15,Male,0.9,90.3,60,Master,1,1,8.7,Low,17,0,1,0,88.4,1,A
21,Male,5.6,92.6,91,None,1,0,5.1,High,4,12,1,0,76.2,1,B
15,Female,8.5,54.6,59,High School,1,0,7.4,Low,5,9,0,0,82.0,1,A
18,Male,8.0,73.0,99,Master,1,1,9.9,Low,1,9,1,0,100.0,1,A
15,Male,1.8,51.5,43,High School,1,0,5.7,Low,11,7,0,0,57.7,1,C
15,Female,6.7,46.1,50,High School,1,1,8.8,High,8,9,0,0,64.0,1,C
18,Male,2.2,94.7,52,Bachelor,1,0,6.9,Low,19,12,1,0,93.9,1,A
20,Male,2.2,89.2,48,Bachelor,1,1,4.2,High,11,9,1,1,70.9,1,B
20,Male,8.7,85.6,43,None,1,1,8.6,High,12,1,1,0,83.4,1,A
18,Female,2.5,42.9,51,High School,1,1,5.0,Low,16,2,1,1,54.6,1,C
21,Male,2.6,90.6,48,Master,1,0,7.8,Low,4,13,0,1,72.9,1,B
19,Female,0.0,66.3,52,Bachelor,1,0,4.5,Low,19,7,1,0,63.2,1,C
15,Male,8.7,60.5,87,Bachelor,1,0,9.7,High,12,2,1,0,80.4,1,A
21,Male,7.9,72.8,65,High School,1,1,5.8,High,12,0,0,0,72.5,1,B
15,Female,6.3,45.5,77,Bachelor,1,1,5.4,Low,9,8,1,1,83.5,1,A
19,Male,7.5,85.4,81,Bachelor,1,0,4.8,Low,14,7,0,0,100.0,1,A
20,Male,1.5,74.9,52,Master,1,0,9.7,Medium,14,14,1,1,67.0,1,B
21,Female,4.6,51.2,78,High School,1,0,8.3,Low,17,3,0,0,77.7,1,B
17,Female,3.5,51.3,67,Bachelor,1,0,8.4,Medium,17,7,0,0,84.0,1,A
17,Female,0.9,51.1,97,High School,1,0,7.0,Medium,1,13,0,0,54.9,1,C
17,Female,4.9,43.4,58,Bachelor,1,0,6.8,High,10,4,0,0,50.9,1,C
20,Female,9.2,75.3,63,Master,0,1,4.7,High,12,2,1,0,85.3,1,A
20,Male,0.4,90.4,58,High School,0,1,7.4,Medium,10,0,0,0,62.0,1,C
19,Female,2.9,41.0,88,Bachelor,1,1,5.5,Medium,3,12,0,1,55.2,1,C
15,Male,2.1,42.9,52,Master,1,0,9.9,Low,14,9,0,1,67.8,1,B
19,Male,2.4,74.4,52,Bachelor,1,1,8.8,Medium,10,4,1,0,73.6,1,B
19,Male,9.1,89.2,97,High School,0,1,6.5,Low,17,10,1,0,100.0,1,A
20,Female,4.7,59.6,67,Bachelor,1,0,4.9,High,15,5,1,0,74.5,1,B
17,Female,4.7,61.0,92,High School,1,1,8.7,Low,9,3,1,1,87.5,1,A
16,Male,7.6,75.8,41,High School,1,0,4.7,High,11,6,0,0,60.0,1,C
15,Female,1.5,56.5,49,Bachelor,1,0,5.1,Medium,12,2,0,0,47.5,1,D
20,Female,4.9,41.6,61,Master,1,0,5.3,Medium,8,6,0,0,53.7,1,C
17,Female,4.3,84.1,52,None,1,0,7.3,Medium,12,13,1,0,85.6,1,A
21,Female,6.0,77.5,97,Master,1,1,8.7,Low,5,0,1,1,96.1,1,A
16,Male,10.0,74.8,48,Master,0,0,5.9,High,5,6,0,1,61.5,1,C
16,Male,7.7,84.5,72,Bachelor,1,0,4.5,High,10,0,0,0,69.3,1,B
20,Female,4.0,80.5,53,Master,1,0,6.8,High,18,12,0,1,66.0,1,B
18,Male,8.3,52.4,87,Master,1,1,8.5,High,10,10,1,1,88.1,1,A
15,Female,1.7,61.1,59,None,1,0,5.3,High,9,0,0,0,38.1,0,F
16,Female,0.3,47.6,54,Master,1,1,5.3,Low,14,1,1,1,59.8,1,C
20,Male,2.0,47.8,71,None,0,1,9.7,High,12,1,0,0,48.1,1,D
20,Male,3.4,80.6,72,Bachelor,1,0,9.7,Medium,7,3,0,0,67.8,1,B
17,Male,5.1,91.5,56,None,1,0,9.9,High,4,12,1,0,73.6,1,B
21,Female,6.2,97.8,63,High School,1,1,8.8,Medium,1,0,0,1,81.4,1,A
18,Male,9.1,77.7,69,High School,0,0,5.1,Low,15,3,1,0,95.9,1,A
15,Female,5.1,51.0,52,None,0,0,5.3,Low,12,1,0,1,48.0,1,D
19,Male,5.0,46.3,98,High School,0,1,6.0,Medium,18,3,0,0,93.8,1,A
21,Male,0.5,88.8,86,Bachelor,1,0,5.9,High,8,3,0,0,61.4,1,C
